affy_id	gene
A.201475_x_at	MARS
A.201476_s_at	RRM1
A.201477_s_at	RRM1
A.201478_s_at	DKC1
A.201479_at	DKC1
A.201480_s_at	SUPT5H
A.201481_s_at	PYGB
A.201482_at	QSOX1
A.201483_s_at	SUPT4H1
A.201484_at	SUPT4H1
A.201485_s_at	RCN2
A.201486_at	RCN2
A.201487_at	CTSC
A.201488_x_at	KHDRBS1
A.201489_at	PPIF
A.201490_s_at	PPIF
A.201491_at	AHSA1
A.201492_s_at	RPL41
A.201493_s_at	PUM2
A.201494_at	PRCP
A.201495_x_at	MYH11
A.201496_x_at	MYH11
A.201497_x_at	MYH11
A.201498_at	USP7
A.201499_s_at	USP7
A.201500_s_at	PPP1R11
A.201501_s_at	GRSF1
A.201502_s_at	NFKBIA
A.201503_at	G3BP1
A.201504_s_at	TSN
A.201505_at	LAMB1
A.201506_at	TGFBI
A.201507_at	PFDN1
A.201508_at	IGFBP4
A.201509_at	IDH3B
A.201510_at	ELF3
A.201511_at	AAMP
A.201512_s_at	TOMM70A
A.201513_at	TSN
A.201514_s_at	G3BP1
A.201515_s_at	TSN
A.201516_at	SRM
A.201517_at	NCBP2
A.201518_at	CBX1
A.201519_at	TOMM70A
A.201520_s_at	GRSF1
A.201521_s_at	NCBP2
A.201522_x_at	SNRPN
A.201523_x_at	UBE2N
A.201524_x_at	UBE2N
A.201525_at	APOD
A.201526_at	ARF5
A.201527_at	ATP6V1F
A.201528_at	RPA1
A.201529_s_at	RPA1
A.201530_x_at	EIF4A1
A.201531_at	ZFP36
A.201532_at	PSMA3
A.201533_at	CTNNB1
A.201534_s_at	UBL3
A.201535_at	UBL3
A.201536_at	DUSP3
A.201537_s_at	DUSP3
A.201538_s_at	DUSP3
A.201539_s_at	FHL1
A.201540_at	FHL1
A.201541_s_at	ZNHIT1
A.201542_at	SAR1A
A.201543_s_at	SAR1A
A.201544_x_at	PABPN1
A.201545_s_at	PABPN1
A.201546_at	TRIP12
A.201547_at	JARID1B
A.201548_s_at	JARID1B
A.201549_x_at	JARID1B
A.201550_x_at	ACTG1
A.201551_s_at	LAMP1
A.201552_at	LAMP1
A.201553_s_at	LAMP1
A.201554_x_at	GYG1
A.201555_at	MCM3
A.201556_s_at	VAMP2
A.201557_at	VAMP2
A.201558_at	RAE1
A.201559_s_at	CLIC4
A.201560_at	CLIC4
A.201561_s_at	CLSTN1
A.201562_s_at	LOC653381
A.201563_at	SORD
A.201564_s_at	FSCN1
A.201565_s_at	ID2
A.201566_x_at	ID2
A.201567_s_at	GOLGA4
A.201568_at	UQCRQ
A.201569_s_at	SAMM50
A.201570_at	SAMM50
A.201571_s_at	DCTD
A.201572_x_at	DCTD
A.201573_s_at	ETF1
A.201574_at	ETF1
A.201575_at	SNW1
A.201576_s_at	GLB1
A.201577_at	NME1
A.201578_at	PODXL
A.201579_at	FAT
A.201580_s_at	TXNDC13
A.201581_at	TXNDC13
A.201582_at	SEC23B
A.201583_s_at	SEC23B
A.201584_s_at	DDX39
A.201585_s_at	SFPQ
A.201586_s_at	SFPQ
A.201587_s_at	IRAK1
A.201588_at	TXNL1
A.201589_at	SMC1A
A.201590_x_at	ANXA2
A.201591_s_at	NISCH
A.201592_at	EIF3S3
A.201593_s_at	ZC3H15
A.201594_s_at	PPP4R1
A.201595_s_at	ZC3H15
A.201596_x_at	KRT18
A.201597_at	COX7A2
A.201598_s_at	INPPL1
A.201599_at	OAT
A.201600_at	PHB2
A.201601_x_at	IFITM1
A.201602_s_at	PPP1R12A
A.201603_at	PPP1R12A
A.201604_s_at	PPP1R12A
A.201605_x_at	CNN2
A.201606_s_at	PWP1
A.201607_at	PWP1
A.201608_s_at	PWP1
A.201609_x_at	ICMT
A.201610_at	ICMT
A.201611_s_at	ICMT
A.201612_at	ALDH9A1
A.201613_s_at	AP1G2
A.201614_s_at	RUVBL1
A.201615_x_at	CALD1
A.201616_s_at	CALD1
A.201617_x_at	CALD1
A.201618_x_at	GPAA1
A.201619_at	PRDX3
A.201620_at	MBTPS1
A.201621_at	NBL1
A.201622_at	SND1
A.201623_s_at	DARS
A.201624_at	DARS
A.201625_s_at	INSIG1
A.201626_at	INSIG1
A.201627_s_at	INSIG1
A.201628_s_at	RRAGA
A.201629_s_at	ACP1
A.201630_s_at	ACP1
A.201631_s_at	IER3
A.201632_at	EIF2B1
A.201633_s_at	CYB5B
A.201634_s_at	CYB5B
A.201635_s_at	FXR1
A.201636_at	FXR1
A.201637_s_at	FXR1
A.201638_s_at	CPSF1
A.201639_s_at	CPSF1
A.201640_x_at	CLPTM1
A.201641_at	BST2
A.201642_at	IFNGR2
A.201643_x_at	JMJD1B
A.201644_at	TSTA3
A.201645_at	TNC
A.201646_at	SCARB2
A.201647_s_at	SCARB2
A.201648_at	JAK1
A.201649_at	UBE2L6
A.201650_at	KRT19
A.201651_s_at	PACSIN2
A.201652_at	COPS5
A.201653_at	CNIH
A.201654_s_at	HSPG2
A.201655_s_at	HSPG2
A.201656_at	ITGA6
A.201657_at	ARL1
A.201658_at	ARL1
A.201659_s_at	ARL1
A.201660_at	ACSL3
A.201661_s_at	ACSL3
A.201662_s_at	ACSL3
A.201663_s_at	SMC4
A.201664_at	SMC4
A.201665_x_at	RPS17
A.201666_at	TIMP1
A.201667_at	GJA1
A.201668_x_at	MARCKS
A.201669_s_at	MARCKS
A.201670_s_at	MARCKS
A.201671_x_at	USP14
A.201672_s_at	USP14
A.201673_s_at	GYS1
A.201674_s_at	AKAP1
A.201675_at	AKAP1
A.201676_x_at	PSMA1
A.201677_at	C3orf37
A.201678_s_at	C3orf37
A.201679_at	ARS2
A.201680_x_at	ARS2
A.201681_s_at	DLG5
A.201682_at	PMPCB
A.201683_x_at	TOX4
A.201684_s_at	TOX4
A.201685_s_at	TOX4
A.201686_x_at	API5
A.201687_s_at	API5
A.201688_s_at	TPD52
A.201689_s_at	TPD52
A.201690_s_at	TPD52
A.201691_s_at	TPD52
A.201692_at	OPRS1
A.201693_s_at	EGR1
A.201694_s_at	EGR1
A.201695_s_at	NP
A.201696_at	SFRS4
A.201697_s_at	DNMT1
A.201698_s_at	SFRS9
A.201699_at	PSMC6
A.201700_at	CCND3
A.201701_s_at	PGRMC2
A.201702_s_at	PPP1R10
A.201703_s_at	PPP1R10
A.201704_at	ENTPD6
A.201705_at	PSMD7
A.201706_s_at	PEX19
A.201707_at	PEX19
A.201708_s_at	NIPSNAP1
A.201709_s_at	NIPSNAP1
A.201710_at	MYBL2
A.201711_x_at	RANBP2
A.201712_s_at	RANBP2
A.201713_s_at	RANBP2
A.201714_at	TUBG1
A.201715_s_at	ACIN1
A.201716_at	SNX1
A.201717_at	MRPL49
A.201718_s_at	EPB41L2
A.201719_s_at	EPB41L2
A.201720_s_at	LAPTM5
A.201721_s_at	LAPTM5
A.201722_s_at	GALNT1
A.201723_s_at	GALNT1
A.201724_s_at	GALNT1
A.201725_at	CDC123
A.201726_at	ELAVL1
A.201727_s_at	ELAVL1
A.201728_s_at	KIAA0100
A.201729_s_at	KIAA0100
A.201730_s_at	TPR
A.201731_s_at	TPR
A.201732_s_at	CLCN3
A.201733_at	CLCN3
A.201734_at	CLCN3
A.201735_s_at	CLCN3
A.201736_s_at	6-Mar
A.201737_s_at	6-Mar
A.201738_at	EIF1B
A.201739_at	SGK
A.201740_at	NDUFS3
A.201741_x_at	SFRS1
A.201742_x_at	SFRS1
A.201743_at	CD14
A.201744_s_at	LUM
A.201745_at	TWF1
A.201746_at	TP53
A.201747_s_at	SAFB
A.201748_s_at	SAFB
A.201749_at	ECE1
A.201750_s_at	ECE1
A.201751_at	JOSD1
A.201752_s_at	ADD3
A.201753_s_at	ADD3
A.201754_at	COX6C
A.201755_at	MCM5
A.201756_at	RPA2
A.201757_at	NDUFS5
A.201758_at	TSG101
A.201759_at	TBCD
A.201760_s_at	WSB2
A.201761_at	MTHFD2
A.201762_s_at	PSME2
A.201763_s_at	DAXX
A.201764_at	TMEM106C
A.201765_s_at	HEXA
A.201766_at	ELAC2
A.201767_s_at	ELAC2
A.201768_s_at	CLINT1
A.201769_at	CLINT1
A.201770_at	SNRPA
A.201771_at	SCAMP3
A.201772_at	AZIN1
A.201773_at	ADNP
A.201774_s_at	NCAPD2
A.201775_s_at	KIAA0494
A.201776_s_at	KIAA0494
A.201777_s_at	KIAA0494
A.201778_s_at	KIAA0494
A.201779_s_at	RNF13
A.201780_s_at	RNF13
A.201781_s_at	AIP
A.201782_s_at	AIP
A.201783_s_at	RELA
A.201784_s_at	C11orf58
A.201785_at	RNASE1
A.201786_s_at	ADAR
A.201787_at	FBLN1
A.201788_at	DDX42
A.201789_at	DHRS7
A.201790_s_at	DHCR7
A.201791_s_at	DHCR7
A.201792_at	AEBP1
A.201793_x_at	SMG7
A.201794_s_at	SMG7
A.201795_at	LBR
A.201796_s_at	VARS
A.201797_s_at	VARS
A.201798_s_at	FER1L3
A.201799_s_at	OSBP
A.201800_s_at	OSBP
A.201801_s_at	SLC29A1
A.201802_at	SLC29A1
A.201803_at	POLR2B
A.201804_x_at	TBCB
A.201805_at	PRKAG1
A.201806_s_at	ATXN2L
A.201807_at	VPS26A
A.201808_s_at	ENG
A.201809_s_at	ENG
A.201810_s_at	SH3BP5
A.201811_x_at	SH3BP5
A.201812_s_at	LOC201725
A.201813_s_at	TBC1D5
A.201814_at	TBC1D5
A.201815_s_at	TBC1D5
A.201816_s_at	GBAS
A.201817_at	UBE3C
A.201818_at	AYTL2
A.201819_at	SCARB1
A.201820_at	KRT5
A.201821_s_at	TIMM17A
A.201822_at	TIMM17A
A.201823_s_at	RNF14
A.201824_at	RNF14
A.201825_s_at	SCCPDH
A.201826_s_at	SCCPDH
A.201827_at	SMARCD2
A.201828_x_at	FAM127A
A.201829_at	NET1
A.201830_s_at	NET1
A.201831_s_at	VDP
A.201832_s_at	VDP
A.201833_at	HDAC2
A.201834_at	PRKAB1
A.201835_s_at	PRKAB1
A.201836_s_at	SUPT7L
A.201837_s_at	SUPT7L
A.201838_s_at	SUPT7L
A.201839_s_at	TACSTD1
A.201840_at	NEDD8
A.201841_s_at	HSPB1
A.201842_s_at	EFEMP1
A.201843_s_at	EFEMP1
A.201844_s_at	RYBP
A.201845_s_at	RYBP
A.201846_s_at	RYBP
A.201847_at	LIPA
A.201848_s_at	BNIP3
A.201849_at	BNIP3
A.201850_at	CAPG
A.201851_at	SH3GL1
A.201852_x_at	COL3A1
A.201853_s_at	CDC25B
A.201854_s_at	ASCIZ
A.201855_s_at	ASCIZ
A.201856_s_at	ZFR
A.201857_at	ZFR
A.201858_s_at	SRGN
A.201859_at	SRGN
A.201860_s_at	PLAT
A.201861_s_at	LRRFIP1
A.201862_s_at	LRRFIP1
A.201863_at	FAM32A
A.201864_at	GDI1
A.201865_x_at	NR3C1
A.201866_s_at	NR3C1
A.201867_s_at	TBL1X
A.201868_s_at	TBL1X
A.201869_s_at	TBL1X
A.201870_at	TOMM34
A.201871_s_at	LOC51035
A.201872_s_at	ABCE1
A.201873_s_at	ABCE1
A.201874_at	MPZL1
A.201875_s_at	MPZL1
A.201876_at	PON2
A.201877_s_at	PPP2R5C
A.201878_at	ARIH1
A.201879_at	ARIH1
A.201880_at	ARIH1
A.201881_s_at	ARIH1
A.201882_x_at	B4GALT1
A.201883_s_at	B4GALT1
A.201884_at	CEACAM5
A.201885_s_at	CYB5R3
A.201886_at	WDR23
A.201887_at	IL13RA1
A.201888_s_at	IL13RA1
A.201889_at	FAM3C
A.201890_at	RRM2
A.201891_s_at	B2M
A.201892_s_at	IMPDH2
A.201893_x_at	DCN
A.201894_s_at	SSR1
A.201895_at	ARAF
A.201896_s_at	PSRC1
A.201897_s_at	CKS1B
A.201898_s_at	UBE2A
A.201899_s_at	UBE2A
A.201900_s_at	AKR1A1
A.201901_s_at	YY1
A.201902_s_at	YY1
A.201903_at	UQCRC1
A.201904_s_at	CTDSPL
A.201905_s_at	CTDSPL
A.201906_s_at	CTDSPL
A.201907_x_at	DVL3
A.201908_at	DVL3
A.201909_at	RPS4Y1
A.201910_at	FARP1
A.201911_s_at	FARP1
A.201912_s_at	GSPT1
A.201913_s_at	COASY
A.201914_s_at	SEC63
A.201915_at	SEC63
A.201916_s_at	SEC63
A.201917_s_at	SLC25A36
A.201918_at	SLC25A36
A.201919_at	SLC25A36
A.201920_at	SLC20A1
A.201921_at	GNG10
A.201922_at	TINP1
A.201923_at	PRDX4
A.201924_at	AFF1
A.201925_s_at	CD55
A.201926_s_at	CD55
A.201927_s_at	PKP4
A.201928_at	PKP4
A.201929_s_at	PKP4
A.201930_at	MCM6
A.201931_at	ETFA
A.201932_at	LRRC41
A.201933_at	CHMP1A
A.201934_at	TMEM113
A.201935_s_at	EIF4G3
A.201936_s_at	EIF4G3
A.201937_s_at	DNPEP
A.201938_at	CDK2AP1
A.201939_at	PLK2
A.201940_at	CPD
A.201941_at	CPD
A.201942_s_at	CPD
A.201943_s_at	CPD
A.201944_at	HEXB
A.201945_at	FURIN
A.201946_s_at	CCT2
A.201947_s_at	CCT2
A.201948_at	GNL2
A.201949_x_at	CAPZB
A.201950_x_at	CAPZB
A.201951_at	ALCAM
A.201952_at	ALCAM
A.201953_at	CIB1
A.201954_at	ARPC1B
A.201955_at	CCNC
A.201956_s_at	GNPAT
A.201957_at	PPP1R12B
A.201958_s_at	PPP1R12B
A.201959_s_at	MYCBP2
A.201960_s_at	MYCBP2
A.201961_s_at	RNF41
A.201962_s_at	RNF41
A.201963_at	ACSL1
A.201964_at	SETX
A.201965_s_at	SETX
A.201966_at	NDUFS2
A.201967_at	RBM6
A.201968_s_at	PGM1
A.201969_at	NASP
A.201970_s_at	NASP
A.201971_s_at	ATP6V1A
A.201972_at	ATP6V1A
A.201973_s_at	C7orf28A
A.201974_s_at	C7orf28A
A.201975_at	CLIP1
A.201976_s_at	MYO10
A.201977_s_at	KIAA0141
A.201978_s_at	KIAA0141
A.201979_s_at	PPP5C
A.201980_s_at	RSU1
A.201981_at	PAPPA
A.201982_s_at	PAPPA
A.201983_s_at	EGFR
A.201984_s_at	EGFR
A.201985_at	KIAA0196
A.201986_at	THRAP1
A.201987_at	THRAP1
A.201988_s_at	CREBL2
A.201989_s_at	CREBL2
A.201990_s_at	CREBL2
A.201991_s_at	KIF5B
A.201992_s_at	KIF5B
A.201993_x_at	HNRPDL
A.201994_at	MORF4L2
A.201995_at	EXT1
A.201996_s_at	SPEN
A.201997_s_at	SPEN
A.201998_at	ST6GAL1
A.201999_s_at	DYNLT1
A.202000_at	NDUFA6
A.202001_s_at	NDUFA6
A.202002_at	ACAA2
A.202003_s_at	ACAA2
A.202004_x_at	hCG_1776980
A.202005_at	ST14
A.202006_at	PTPN12
A.202007_at	NID1
A.202008_s_at	NID1
A.202009_at	TWF2
A.202010_s_at	ZNF410
A.202011_at	TJP1
A.202012_s_at	EXT2
A.202013_s_at	EXT2
A.202014_at	PPP1R15A
A.202015_x_at	--
A.202016_at	MEST
A.202017_at	EPHX1
A.202018_s_at	LOC728320
A.202019_s_at	LANCL1
A.202020_s_at	LANCL1
A.202021_x_at	EIF1
A.202022_at	ALDOC
A.202023_at	EFNA1
A.202024_at	ASNA1
A.202025_x_at	ACAA1
A.202026_at	SDHD
A.202027_at	C22orf5
A.202028_s_at	RPL38
A.202029_x_at	RPL38
A.202030_at	BCKDK
A.202031_s_at	WIPI2
A.202032_s_at	MAN2A2
A.202033_s_at	RB1CC1
A.202034_x_at	RB1CC1
A.202035_s_at	SFRP1
A.202036_s_at	SFRP1
A.202037_s_at	SFRP1
A.202038_at	UBE4A
A.202039_at	MYO18A
A.202040_s_at	JARID1A
A.202041_s_at	FIBP
A.202042_at	HARS
A.202043_s_at	SMS
A.202044_at	GRLF1
A.202045_s_at	GRLF1
A.202046_s_at	GRLF1
A.202047_s_at	CBX6
A.202048_s_at	CBX6
A.202049_s_at	ZMYM4
A.202050_s_at	ZMYM4
A.202051_s_at	ZMYM4
A.202052_s_at	RAI14
A.202053_s_at	ALDH3A2
A.202054_s_at	ALDH3A2
A.202055_at	KPNA1
A.202056_at	KPNA1
A.202057_at	KPNA1
A.202058_s_at	KPNA1
A.202059_s_at	KPNA1
A.202060_at	CTR9
A.202061_s_at	SEL1L
A.202062_s_at	SEL1L
A.202063_s_at	SEL1L
A.202064_s_at	SEL1L
A.202065_s_at	PPFIA1
A.202066_at	PPFIA1
A.202067_s_at	LDLR
A.202068_s_at	LDLR
A.202069_s_at	IDH3A
A.202070_s_at	IDH3A
A.202071_at	SDC4
A.202072_at	HNRPL
A.202073_at	OPTN
A.202074_s_at	OPTN
A.202075_s_at	PLTP
A.202076_at	BIRC2
A.202077_at	NDUFAB1
A.202078_at	COPS3
A.202079_s_at	TRAK1
A.202080_s_at	TRAK1
A.202081_at	IER2
A.202082_s_at	SEC14L1
A.202083_s_at	SEC14L1
A.202084_s_at	SEC14L1
A.202085_at	TJP2
A.202086_at	MX1
A.202087_s_at	CTSL1
A.202088_at	SLC39A6
A.202089_s_at	SLC39A6
A.202090_s_at	TMEM54
A.202091_at	ARL2BP
A.202092_s_at	ARL2BP
A.202093_s_at	PAF1
A.202094_at	BIRC5
A.202095_s_at	BIRC5
A.202096_s_at	TSPO
A.202097_at	NUP153
A.202098_s_at	PRMT2
A.202099_s_at	DGCR2
A.202100_at	RALB
A.202101_s_at	RALB
A.202102_s_at	BRD4
A.202103_at	BRD4
A.202104_s_at	SPG7
A.202105_at	IGBP1
A.202106_at	GOLGA3
A.202107_s_at	MCM2
A.202108_at	PEPD
A.202109_at	ARFIP2
A.202110_at	COX7B
A.202111_at	SLC4A2
A.202112_at	VWF
A.202113_s_at	SNX2
A.202114_at	SNX2
A.202115_s_at	NOC2L
A.202116_at	DPF2
A.202117_at	ARHGAP1
A.202118_s_at	CPNE3
A.202119_s_at	CPNE3
A.202120_x_at	AP2S1
A.202121_s_at	CHMP2A
A.202122_s_at	M6PRBP1
A.202123_s_at	ABL1
A.202124_s_at	TRAK2
A.202125_s_at	TRAK2
A.202126_at	PRPF4B
A.202127_at	PRPF4B
A.202128_at	KIAA0317
A.202129_s_at	RIOK3
A.202130_at	RIOK3
A.202131_s_at	RIOK3
A.202132_at	WWTR1
A.202133_at	WWTR1
A.202134_s_at	WWTR1
A.202135_s_at	ACTR1B
A.202136_at	ZMYND11
A.202137_s_at	ZMYND11
A.202138_x_at	JTV1
A.202139_at	AKR7A2
A.202140_s_at	CLK3
A.202141_s_at	COPS8
A.202142_at	COPS8
A.202143_s_at	COPS8
A.202144_s_at	ADSL
A.202145_at	LY6E
A.202146_at	IFRD1
A.202147_s_at	IFRD1
A.202148_s_at	PYCR1
A.202149_at	NEDD9
A.202150_s_at	NEDD9
A.202151_s_at	UBAC1
A.202152_x_at	USF2
A.202153_s_at	NUP62
A.202154_x_at	TUBB3
A.202155_s_at	NUP214
A.202156_s_at	CUGBP2
A.202157_s_at	CUGBP2
A.202158_s_at	CUGBP2
A.202159_at	FARSA
A.202160_at	CREBBP
A.202161_at	PKN1
A.202162_s_at	CNOT8
A.202163_s_at	CNOT8
A.202164_s_at	CNOT8
A.202165_at	PPP1R2
A.202166_s_at	PPP1R2
A.202167_s_at	MMS19L
A.202168_at	TAF9
A.202169_s_at	AASDHPPT
A.202170_s_at	AASDHPPT
A.202171_at	VEZF1
A.202172_at	VEZF1
A.202173_s_at	VEZF1
A.202174_s_at	PCM1
A.202175_at	CHPF
A.202176_at	ERCC3
A.202177_at	GAS6
A.202178_at	PRKCZ
A.202179_at	BLMH
A.202180_s_at	MVP
A.202181_at	KIAA0247
A.202182_at	GCN5L2
A.202183_s_at	KIF22
A.202184_s_at	NUP133
A.202185_at	PLOD3
A.202186_x_at	PPP2R5A
A.202187_s_at	PPP2R5A
A.202188_at	NUP93
A.202189_x_at	PTBP1
A.202190_at	CSTF1
A.202191_s_at	GAS7
A.202192_s_at	GAS7
A.202193_at	LIMK2
A.202194_at	TMED5
A.202195_s_at	TMED5
A.202196_s_at	DKK3
A.202197_at	MTMR3
A.202198_s_at	MTMR3
A.202199_s_at	SRPK1
A.202200_s_at	SRPK1
A.202201_at	BLVRB
A.202202_s_at	LAMA4
A.202203_s_at	AMFR
A.202204_s_at	AMFR
A.202205_at	VASP
A.202206_at	ARL4C
A.202207_at	ARL4C
A.202208_s_at	ARL4C
A.202209_at	LSM3
A.202210_x_at	GSK3A
A.202211_at	ARFGAP3
A.202212_at	PES1
A.202213_s_at	CUL4B
A.202214_s_at	CUL4B
A.202215_s_at	NFYC
A.202216_x_at	NFYC
A.202217_at	C21orf33
A.202218_s_at	FADS2
A.202219_at	SLC6A8
A.202220_at	KIAA0907
A.202221_s_at	EP300
A.202222_s_at	DES
A.202223_at	STT3A
A.202224_at	CRK
A.202225_at	--
A.202226_s_at	CRK
A.202227_s_at	BRD8
A.202228_s_at	NPTN
A.202229_s_at	CHERP
A.202230_s_at	CHERP
A.202231_at	PCID1
A.202232_s_at	PCID1
A.202233_s_at	UQCRH
A.202234_s_at	SLC16A1
A.202235_at	SLC16A1
A.202236_s_at	SLC16A1
A.202237_at	NNMT
A.202238_s_at	NNMT
A.202239_at	PARP4
A.202240_at	PLK1
A.202241_at	TRIB1
A.202242_at	TSPAN7
A.202243_s_at	PSMB4
A.202244_at	PSMB4
A.202245_at	LSS
A.202246_s_at	CDK4
A.202247_s_at	MTA1
A.202248_at	E2F4
A.202249_s_at	WDR42A
A.202250_s_at	WDR42A
A.202251_at	PRPF3
A.202252_at	RAB13
A.202253_s_at	DNM2
A.202254_at	SIPA1L1
A.202255_s_at	SIPA1L1
A.202256_at	CD2BP2
A.202257_s_at	CD2BP2
A.202258_s_at	PFAAP5
A.202259_s_at	PFAAP5
A.202260_s_at	STXBP1
A.202261_at	VPS72
A.202262_x_at	DDAH2
A.202263_at	CYB5R1
A.202264_s_at	TOMM40
A.202265_at	BMI1
A.202266_at	TTRAP
A.202267_at	LAMC2
A.202268_s_at	APPBP1
A.202269_x_at	GBP1
A.202270_at	GBP1
A.202271_at	FBXO28
A.202272_s_at	FBXO28
A.202273_at	PDGFRB
A.202274_at	ACTG2
A.202275_at	G6PD
A.202276_at	SHFM1
A.202277_at	SPTLC1
A.202278_s_at	SPTLC1
A.202279_at	C14orf2
A.202280_at	--
A.202281_at	GAK
A.202282_at	HSD17B10
A.202283_at	SERPINF1
A.202284_s_at	CDKN1A
A.202285_s_at	TACSTD2
A.202286_s_at	TACSTD2
A.202287_s_at	TACSTD2
A.202288_at	FRAP1
A.202289_s_at	TACC2
A.202290_at	PDAP1
A.202291_s_at	MGP
A.202292_x_at	hCG_2003956
A.202293_at	STAG1
A.202294_at	STAG1
A.202295_s_at	CTSH
A.202296_s_at	RER1
A.202297_s_at	RER1
A.202298_at	NDUFA1
A.202299_s_at	HBXIP
A.202300_at	HBXIP
A.202301_s_at	RSRC2
A.202302_s_at	RSRC2
A.202303_x_at	SMARCA5
A.202304_at	FNDC3A
A.202305_s_at	FEZ2
A.202306_at	POLR2G
A.202307_s_at	TAP1
A.202308_at	SREBF1
A.202309_at	MTHFD1
A.202310_s_at	COL1A1
A.202311_s_at	COL1A1
A.202312_s_at	COL1A1
A.202313_at	PPP2R2A
A.202314_at	CYP51A1
A.202315_s_at	BCR
A.202316_x_at	UBE4B
A.202317_s_at	UBE4B
A.202318_s_at	SENP6
A.202319_at	SENP6
A.202320_at	GTF3C1
A.202321_at	GGPS1
A.202322_s_at	GGPS1
A.202323_s_at	ACBD3
A.202324_s_at	ACBD3
A.202325_s_at	ATP5J
A.202326_at	EHMT2
A.202327_s_at	PKD1
A.202328_s_at	PKD1
A.202329_at	CSK
A.202330_s_at	UNG
A.202331_at	BCKDHA
A.202332_at	CSNK1E
A.202333_s_at	UBE2B
A.202334_s_at	UBE2B
A.202335_s_at	UBE2B
A.202336_s_at	PAM
A.202337_at	PMF1
A.202338_at	TK1
A.202339_at	SYMPK
A.202340_x_at	NR4A1
A.202341_s_at	TRIM2
A.202342_s_at	TRIM2
A.202343_x_at	COX5B
A.202344_at	HSF1
A.202345_s_at	FABP5
A.202346_at	HIP2
A.202347_s_at	HIP2
A.202348_s_at	TOR1A
A.202349_at	TOR1A
A.202350_s_at	MATN2
A.202351_at	ITGAV
A.202352_s_at	PSMD12
A.202353_s_at	PSMD12
A.202354_s_at	GTF2F1
A.202355_s_at	GTF2F1
A.202356_s_at	GTF2F1
A.202357_s_at	CFB
A.202358_s_at	SNX19
A.202359_s_at	SNX19
A.202360_at	MAML1
A.202361_at	SEC24C
A.202362_at	RAP1A
A.202363_at	SPOCK1
A.202364_at	MXI1
A.202365_at	MGC5139
A.202366_at	ACADS
A.202367_at	CUTL1
A.202368_s_at	TRAM2
A.202369_s_at	TRAM2
A.202370_s_at	CBFB
A.202371_at	TCEAL4
A.202372_at	--
A.202373_s_at	RAB3GAP2
A.202374_s_at	RAB3GAP2
A.202375_at	SEC24D
A.202376_at	SERPINA3
A.202377_at	LEPR
A.202378_s_at	LEPROT
A.202379_s_at	NKTR
A.202380_s_at	NKTR
A.202381_at	ADAM9
A.202382_s_at	GNPDA1
A.202383_at	JARID1C
A.202384_s_at	TCOF1
A.202385_s_at	TCOF1
A.202386_s_at	KIAA0430
A.202387_at	BAG1
A.202388_at	RGS2
A.202389_s_at	HD
A.202390_s_at	HD
A.202391_at	BASP1
A.202392_s_at	PISD
A.202393_s_at	KLF10
A.202394_s_at	ABCF3
A.202395_at	NSF
A.202396_at	TCERG1
A.202397_at	NUTF2
A.202398_at	AP3S2
A.202399_s_at	AP3S2
A.202400_s_at	SRF
A.202401_s_at	SRF
A.202402_s_at	CARS
A.202403_s_at	COL1A2
A.202404_s_at	COL1A2
A.202405_at	TIAL1
A.202406_s_at	TIAL1
A.202407_s_at	PRPF31
A.202408_s_at	PRPF31
A.202409_at	IGF2
A.202410_x_at	IGF2
A.202411_at	IFI27
A.202412_s_at	USP1
A.202413_s_at	USP1
A.202414_at	ERCC5
A.202415_s_at	HSPBP1
A.202416_at	DNAJC7
A.202417_at	KEAP1
A.202418_at	YIF1A
A.202419_at	FVT1
A.202420_s_at	DHX9
A.202421_at	IGSF3
A.202422_s_at	ACSL4
A.202423_at	MYST3
A.202424_at	MAP2K2
A.202425_x_at	PPP3CA
A.202426_s_at	RXRA
A.202427_s_at	BRP44
A.202428_x_at	DBI
A.202429_s_at	PPP3CA
A.202430_s_at	PLSCR1
A.202431_s_at	MYC
A.202432_at	PPP3CB
A.202433_at	SLC35B1
A.202434_s_at	CYP1B1
A.202435_s_at	CYP1B1
A.202436_s_at	CYP1B1
A.202437_s_at	CYP1B1
A.202438_x_at	IDS
A.202439_s_at	IDS
A.202440_s_at	ST5
A.202441_at	ERLIN1
A.202442_at	AP3S1
A.202443_x_at	NOTCH2
A.202444_s_at	ERLIN1
A.202445_s_at	NOTCH2
A.202446_s_at	PLSCR1
A.202447_at	DECR1
A.202448_s_at	ZER1
A.202449_s_at	RXRA
A.202450_s_at	CTSK
A.202451_at	GTF2H1
A.202452_at	ZER1
A.202453_s_at	GTF2H1
A.202454_s_at	ERBB3
A.202455_at	HDAC5
A.202456_s_at	ZER1
A.202457_s_at	PPP3CA
A.202458_at	PRSS23
A.202459_s_at	LPIN2
A.202460_s_at	LPIN2
A.202461_at	EIF2B2
A.202462_s_at	DDX46
A.202463_s_at	MBD3
A.202464_s_at	PFKFB3
A.202465_at	PCOLCE
A.202466_at	POLS
A.202467_s_at	COPS2
A.202468_s_at	CTNNAL1
A.202469_s_at	CPSF6
A.202470_s_at	CPSF6
A.202471_s_at	IDH3G
A.202472_at	MPI
A.202473_x_at	HCFC1
A.202474_s_at	HCFC1
A.202475_at	TMEM147
A.202476_s_at	TUBGCP2
A.202477_s_at	TUBGCP2
